"人","696","69","1.0","696.0"
"自分","417","41","1.6931471805599454","706.0423742934972"
"お願い","339","46","1.6931471805599454","573.9768942098215"
"月","286","45","1.6931471805599454","484.2400936401444"
"名古屋","161","14","2.9459101490553135","474.29153399790545"
"商品","148","13","2.9459101490553135","435.9947020601864"
"日本","148","40","1.6931471805599454","250.58578272287193"
"サイト","147","15","2.791759469228055","410.38864197652407"
"勉強","146","23","2.386294361119891","348.39897672350406"
"がん","126","3","4.465735902799727","562.6827237527656"
"楽天","126","6","3.772588722239781","475.3461790022124"
"言葉","126","28","2.09861228866811","264.42514837218187"
"更新","125","17","2.6094379124341005","326.17973905426254"
"世界","124","33","1.6931471805599454","209.95025038943322"
"仕事","121","31","2.09861228866811","253.9320869288413"
"ビジネス","118","10","3.1972245773362196","377.2725001256739"
"笑","116","36","1.6931471805599454","196.40507294495367"
"クリスマス","115","26","2.09861228866811","241.34041319683266"
"心","111","37","1.6931471805599454","187.93933704215394"
"ニュース","109","16","2.791759469228055","304.301782145858"
"癌","108","3","4.465735902799727","482.2994775023705"
"無料","107","18","2.6094379124341005","279.20985663044877"
"人生","106","25","2.09861228866811","222.45290259881966"
"医療","105","4","4.178053830347945","438.69565218653423"
"歌舞伎","101","3","4.465735902799727","451.0393261827724"
"消滅","101","2","4.891820298110627","494.0738501091733"
"受験","100","5","3.9444389791664403","394.443897916644"
"人間","97","29","2.09861228866811","203.56539200080667"
"開催","97","21","2.386294361119891","231.4705530286294"
"お知らせ","95","13","2.9459101490553135","279.8614641602548"
"教育","95","5","3.9444389791664403","374.72170302081184"
"女性","91","21","2.386294361119891","217.15278686191007"
"東京","90","31","2.09861228866811","188.8751059801299"
"時代","90","28","2.09861228866811","188.8751059801299"
"募集","89","14","2.9459101490553135","262.1860032659229"
"妖怪","87","3","4.465735902799727","388.5190235435762"
"マンガ","84","9","3.302585092994046","277.41714781149983"
"国会","83","5","3.9444389791664403","327.38843527081457"
"映画","82","17","2.6094379124341005","213.97390881959623"
"クイズ","82","3","4.465735902799727","366.1903440295776"
"英語","81","10","3.1972245773362196","258.9751907642338"
"作品","81","13","2.9459101490553135","238.6187220734804"
"長寿","81","2","4.891820298110627","396.2374441469608"
"感謝","80","21","2.386294361119891","190.90354888959126"
"説明","79","13","2.9459101490553135","232.72690177536975"
"委員","79","4","4.178053830347945","330.0662525974877"
"ミャンマー","78","2","4.891820298110627","381.5619832526289"
"写真","77","31","2.09861228866811","161.59314622744446"
"販売","77","13","2.9459101490553135","226.83508147725914"
"子供","75","24","2.386294361119891","178.97207708399182"
"羽生","74","4","4.178053830347945","309.17598344574793"
"場面","73","10","3.1972245773362196","233.39739414554404"
"プレゼント","73","21","2.386294361119891","174.19948836175203"
"会社","72","17","2.6094379124341005","187.87952969525523"
"予算","72","4","4.178053830347945","300.8198757850521"
"意識","71","11","3.0794415416798357","218.64034945926835"
"顔","71","19","2.6094379124341005","185.27009178282114"
"経過","70","3","4.465735902799727","312.6015131959809"
"衆議院","69","1","5.584967478670572","385.3627560282695"
"学生","69","18","2.6094379124341005","180.05121595795293"
"生活","69","17","2.6094379124341005","180.05121595795293"
"大学","69","15","2.791759469228055","192.6314033767358"
"気","69","33","1.6931471805599454","116.82715545863623"
"情報","68","21","2.386294361119891","162.2680165561526"
"観光","68","10","3.1972245773362196","217.41127125886294"
